INPUT:original	INPUT:annotation	GOLDEN:result	GOLDEN:entity1	GOLDEN:entity2	GOLDEN:entity3	GOLDEN:entity4	GOLDEN:entity5	GOLDEN:entity6	GOLDEN:entity7	GOLDEN:entity8	GOLDEN:attribute1	GOLDEN:attribute2	GOLDEN:attribute3	GOLDEN:attribute4	GOLDEN:attribute5	GOLDEN:attribute6	GOLDEN:attribute7	GOLDEN:attribute8	HINT:text	TASK:id	TASK:overlap	TASK:remaining_overlap
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/16.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/16_heap.jpg	"{""shape"":""rectangle""\,""left"":0.2946497084100674\,""top"":0.32708184562959614\,""width"":0.035873235113566604\,""height"":0.04008970070532819\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.33623004910988324\,""top"":0.30703699527693207\,""width"":0.08234538060159602\,""height"":0.07817491637538992\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.42428253529772847\,""top"":0.2940078425477004\,""width"":0.0921289901780234\,""height"":0.09320855413988799\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.4340661448741558\,""top"":0.25492038436000547\,""width"":0.04810274708410067\,""height"":0.03507848811716213\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.4389579496623694\,""top"":0.2168351686899437\,""width"":0.03913443830570906\,""height"":0.03708297315242856\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.8357485420503377\,""top"":0.12572130141190913\,""width"":0.09907535297728653\,""height"":0.12572130141190913\,""label"":""7""}"																	7	00017975c2--60bccb43fe5d13225936d1f6	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3020200276243094\,""top"":0.10607734806629834\,""width"":0.07350751995089011\,""height"":0.10214855739717618\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5832661909146716\,""top"":0.48520564763658686\,""width"":0.08309545733578882\,""height"":0.14340085942295883\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4937787753222836\,""top"":0.3103744628606507\,""width"":0.07510550951503986\,""height"":0.05893186003683243\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.504964702271332\,""top"":0.3711805164054572\,""width"":0.0742249846531613\,""height"":0.0550932711942973\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1f3	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/6.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/6_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3793324693968599\,""top"":0.4527691720214092\,""width"":0.05379245166752361\,""height"":0.029389606780068966\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3509420087945558\,""top"":0.49134303092024967\,""width"":0.02988469537084637\,""height"":0.05143181186512069\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3853094084710291\,""top"":0.48583247964898674\,""width"":0.028390460602304157\,""height"":0.05326866228887489\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4181825733789603\,""top"":0.4895061804964954\,""width"":0.04333280828772734\,""height"":0.0826582690689438\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5317444157881768\,""top"":0.6107383084642797\,""width"":0.12252725102047035\,""height"":0.053268662288874946\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.6736967187996975\,""top"":0.5942066546504909\,""width"":0.08367714703836993\,""height"":0.029389606780068966\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d1ec	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/21.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/21_heap.jpg	"{""shape"":""rectangle""\,""left"":0.36913558931860035\,""top"":0.41448741559238794\,""width"":0.1342311233885819\,""height"":0.14143646408839777\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5305325352977287\,""top"":0.21411909146715774\,""width"":0.08469344689993852\,""height"":0.11197053406998159\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4586230049109883\,""top"":0.35359116022099446\,""width"":0.0319597912829957\,""height"":0.031430325352977295\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5001707335788828\,""top"":0.35948434622467773\,""width"":0.033557780847145446\,""height"":0.045181092694904834\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5513063996316758\,""top"":0.3987722529158993\,""width"":0.04314571823204416\,""height"":0.04714548802946594\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1fb	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5832661909146716\,""top"":0.3516267648864334\,""width"":0.06711556169429089\,""height"":0.049109883364026996\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.580070211786372\,""top"":0.40466543891958257\,""width"":0.09679251074278694\,""height"":0.03144786459703591\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.41547728667894407\,""top"":0.532929930719986\,""width"":0.23855701350521802\,""height"":0.09260720862930805\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5855490331491712\,""top"":0.31123388581952116\,""width"":0.04223258133824426\,""height"":0.033675348592475673\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1f1	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/17.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/17_heap.jpg	"{""shape"":""rectangle""\,""left"":0.616823971761817\,""top"":0.16108041743400858\,""width"":0.0703115408225905\,""height"":0.09821976672805399\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5704822744014733\,""top"":0.2593001841620626\,""width"":0.0639195825659914\,""height"":0.15322283609576426\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5145526396562308\,""top"":0.5519950890116636\,""width"":0.05113566605279318\,""height"":0.06875383670963775\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4921807857581338\,""top"":0.47931246163290364\,""width"":0.030361801718845893\,""height"":0.029465930018416242\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5321305248618784\,""top"":0.4694904849600982\,""width"":0.036753759975445055\,""height"":0.045181092694904834\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5912561387354205\,""top"":0.4675260896255371\,""width"":0.033557780847145446\,""height"":0.02553713934929408\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1f7	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/7.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/7_heap.jpg	"{""shape"":""rectangle""\,""left"":0.46661295273173725\,""top"":0.41645181092694905\,""width"":0.0990753529772867\,""height"":0.08250460405156534\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.2807064008844788\,""top"":0.18473784071451696\,""width"":0.05615592231367683\,""height"":0.140620761402618\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.23245390467420832\,""top"":0.19547615340344415\,""width"":0.047836526415354325\,""height"":0.050623474104942445\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.2228865993911374\,""top"":0.24814502040151562\,""width"":0.05657189210859301\,""height"":0.041419206085862054\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.2012561700554989\,""top"":0.2425201899454109\,""width"":0.021630429335638496\,""height"":0.048578081211813506\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1ed	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20_heap.jpg	"{""shape"":""rectangle""\,""left"":0.44751028864584486\,""top"":0.5688455811033651\,""width"":0.1814090494495323\,""height"":0.11363293850716605\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6866929207226167\,""top"":0.2251059421191878\,""width"":0.049685281059426156\,""height"":0.08948593907439331\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.7617985781380282\,""top"":0.1484037086268507\,""width"":0.027731319661074894\,""height"":0.06817976310429963\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5619019822477793\,""top"":0.4594738777902178\,""width"":0.040441507839067636\,""height"":0.03408988155214976\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6092763200021157\,""top"":0.4381677018201242\,""width"":0.05084075271197075\,""height"":0.06960017483563918\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.7155797120362365\,""top"":0.4765188185662927\,""width"":0.045063394449246896\,""height"":0.03551029328348937\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.6820710341124375\,""top"":0.5233924057004987\,""width"":0.05546263932215001\,""height"":0.06533893964162041\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1fa	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8_heap.jpg	"{""shape"":""rectangle""\,""left"":0.48053829036218526\,""top"":0.319216031584957\,""width"":0.04950040559501884\,""height"":0.024340175428235022\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4735499978075944\,""top"":0.34999919462654827\,""width"":0.03901796676313257\,""height"":0.04008970070532819\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5143150377093746\,""top"":0.34498798203838227\,""width"":0.06056520213978789\,""height"":0.0823270639484418\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4770441440848898\,""top"":0.3915206703570668\,""width"":0.03552382048583713\,""height"":0.042953250755708716\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5294563382443216\,""top"":0.4287468210120144\,""width"":0.05823577128825752\,""height"":0.025056062940830126\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.6523338156625449\,""top"":0.5060626723722901\,""width"":0.033194389634306765\,""height"":0.03149905055418656\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d1ee	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/39.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/39_heap.jpg	"{""shape"":""rectangle""\,""left"":0.37746097518196947\,""top"":0.36073750731547544\,""width"":0.037270893624484824\,""height"":0.01574952527709328\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.44967333157940875\,""top"":0.3041823938204589\,""width"":0.03377674734718933\,""height"":0.0178971878148787\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.47238528238182925\,""top"":0.3220795816353376\,""width"":0.03901796676313246\,""height"":0.03865792568013782\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4240495922125755\,""top"":0.3227954691479327\,""width"":0.04775333245637109\,""height"":0.03507848811716219\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.4304555270542838\,""top"":0.36073750731547544\,""width"":0.06405934841708327\,""height"":0.022192512890449545\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5611067033367734\,""top"":0.5308687525110692\,""width"":0.08646386515641291\,""height"":0.14735563879543223\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d20d	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/23.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/23_heap.jpg	"{""shape"":""rectangle""\,""left"":0.07190953038674032\,""top"":0.6718232044198894\,""width"":0.1949547268262738\,""height"":0.07071823204419903\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.2764521945979128\,""top"":0.6246777163904235\,""width"":0.170984883364027\,""height"":0.07071823204419903\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4889848066298342\,""top"":0.5932473910374462\,""width"":0.08469344689993868\,""height"":0.05500306936771027\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5939316564563208\,""top"":0.273712431565628\,""width"":0.06821904636624454\,""height"":0.1022696446564495\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6080746294834691\,""top"":0.2200208681209921\,""width"":0.018302670976309554\,""height"":0.021987973601136634\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6313689379987721\,""top"":0.21286199299504063\,""width"":0.03577340236278681\,""height"":0.0582936974541762\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5947635960461531\,""top"":0.24303153816869322\,""width"":0.036605341952619\,""height"":0.030169545173652557\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1fd	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/55.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/55_heap.jpg	"{""shape"":""rectangle""\,""left"":0.18856276856967466\,""top"":0.11786372007366483\,""width"":0.06232159300184156\,""height"":0.049109883364026996\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.18696477900552486\,""top"":0.170902394106814\,""width"":0.060723603437691814\,""height"":0.0412523020257827\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.23170848680171885\,""top"":0.27108655616942906\,""width"":0.06551757213014114\,""height"":0.08839779005524867\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6216179404542664\,""top"":0.27697974217311233\,""width"":0.05912561387354209\,""height"":0.12768569674647023\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.6535777317372621\,""top"":0.4616329036218539\,""width"":0.07510550951503991\,""height"":0.09036218538980972\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.44264310926949046\,""top"":0.6207489257213014\,""width"":0.07350751995089011\,""height"":0.07268262737875997\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.37073357888275016\,""top"":0.48520564763658686\,""width"":0.036753759975445055\,""height"":0.09821976672805405\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.39470342234499695\,""top"":0.6895027624309392\,""width"":0.11505524861878452\,""height"":0.09625537139349294\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.36753759975445055\,""top"":0.3044812768569674\,""width"":0.07670349907918972\,""height"":0.07661141804788218\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.2604070748925719\,""top"":0.1100061387354205\,""width"":0.0635934622467772\,""height"":0.03065859861439968\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d21d	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/29.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/29_heap.jpg	"{""shape"":""rectangle""\,""left"":0.282844152854512\,""top"":0.2573357888275015\,""width"":0.04634169736034377\,""height"":0.12965009208103134\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.34037177716390427\,""top"":0.38698588090853286\,""width"":0.062321593001841535\,""height"":0.0687538367096378\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4394471301411909\,""top"":0.10607734806629834\,""width"":0.023969843462246787\,""height"":0.03535911602209943\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3819195058317986\,""top"":0.25340699815837936\,""width"":0.03835174953959486\,""height"":0.07661141804788213\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.33557780847145485\,""top"":0.32216083486801717\,""width"":0.0655175721301412\,""height"":0.05893186003683243\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4058893492940454\,""top"":0.3614487415592388\,""width"":0.023969843462246787\,""height"":0.04125230202578267\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d203	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3499597145488029\,""top"":0.5657458563535911\,""width"":0.07510550951503991\,""height"":0.10018416206261516\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6535777317372621\,""top"":0.15322283609576426\,""width"":0.09268339472068754\,""height"":0.07661141804788213\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5768742326580724\,""top"":0.09232658072437078\,""width"":0.0607236034376919\,""height"":0.047145488029465915\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5848641804788214\,""top"":0.14340085942295885\,""width"":0.05433164518109268\,""height"":0.05500306936771027\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5257385666052793\,""top"":0.0903621853898097\,""width"":0.04634169736034377\,""height"":0.11197053406998159\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5672862952731738\,""top"":0.2376918354818907\,""width"":0.12144720687538357\,""height"":0.17483118477593612\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d217	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/64.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/64_heap.jpg	"{""shape"":""rectangle""\,""left"":0.8233789942572792\,""top"":0.5920506514865805\,""width"":0.0794707300208195\,""height"":0.1144400318708314\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4786924935114187\,""top"":0.24549837567365282\,""width"":0.022341833720971704\,""height"":0.05187763657658759\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.40504718976451165\,""top"":0.3757010713952843\,""width"":0.054613371317931036\,""height"":0.0762906420243934\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5159288830463716\,""top"":0.26177371263885674\,""width"":0.05047599470293629\,""height"":0.05492926225756328\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5746796309792974\,""top"":0.2892383437676384\,""width"":0.0289616363049634\,""height"":0.03967113385268456\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d226	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/32.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/32_heap.jpg	"{""shape"":""rectangle""\,""left"":0.17737684162062614\,""top"":0.5107427869858808\,""width"":0.04474370779619399\,""height"":0.06482504604051575\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3211959023941068\,""top"":0.5716390423572744\,""width"":0.12943715469613265\,""height"":0.14143646408839783\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5497084100675261\,""top"":0.440024554941682\,""width"":0.08149746777163891\,""height"":0.16697360343769185\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.282844152854512\,""top"":0.3516267648864334\,""width"":0.09587937384898704\,""height"":0.09036218538980972\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.8584884460229764\,""top"":0.2640926931151308\,""width"":0.05124747873366653\,""height"":0.054407450957231096\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5900215403841094\,""top"":0.17532264155333266\,""width"":0.040765039901780264\,""height"":0.06371398862096803\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6325336534245373\,""top"":0.16172077881402488\,""width"":0.07745357581338252\,""height"":0.07230463877210977\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.6715516201876698\,""top"":0.1352329408480045\,""width"":0.048335690169253764\,""height"":0.020760737865259227\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.6820340590195562\,""top"":0.10015445273084232\,""width"":0.06697113698149615\,""height"":0.029351388016400984\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d206	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/43.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/43_heap.jpg	"{""shape"":""rectangle""\,""left"":0.29562806936771024\,""top"":0.2868017188459177\,""width"":0.09268339472068754\,""height"":0.09429097605893189\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.45702501534683854\,""top"":0.26322897483118474\,""width"":0.05845473778830118\,""height"":0.10395152009764702\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.41068331798649477\,""top"":0.2750153468385512\,""width"":0.044743707796193966\,""height"":0.03732351135666051\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.41414951109357173\,""top"":0.314204818996791\,""width"":0.040765039901780264\,""height"":0.04152147573051845\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.43045552705428386\,""top"":0.3700440449792124\,""width"":0.1094832500219241\,""height"":0.046532688318684456\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.4106553648162763\,""top"":0.4351898086253706\,""width"":0.040765039901780264\,""height"":0.07588407633508554\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d211	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/24.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/24_heap.jpg	"{""shape"":""rectangle""\,""left"":0.4634114976693369\,""top"":0.20787939333582753\,""width"":0.03273063561522349\,""height"":0.04333053764704434\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4699576247923816\,""top"":0.26668512299967345\,""width"":0.0518654687441234\,""height"":0.05632969894115769\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4855676202396421\,""top"":0.36139329814249893\,""width"":0.053879661705060145\,""height"":0.06870985255459894\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5248443829779103\,""top"":0.2790652766131147\,""width"":0.04733353458201539\,""height"":0.08975611369744901\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.483049879038471\,""top"":0.3248718449828473\,""width"":0.04078740745897075\,""height"":0.03652145315965161\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4613973047084001\,""top"":0.33539497555427233\,""width"":0.021149026089836764\,""height"":0.022903284184866313\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.44578730926113974\,""top"":0.35767925205846657\,""width"":0.03524837681639448\,""height"":0.02723633794957081\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.45082279166348177\,""top"":0.2994925300752927\,""width"":0.024170315531241993\,""height"":0.03404542243696346\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.4427660198197345\,""top"":0.3372519985962885\,""width"":0.01863128488866561\,""height"":0.01980824578150603\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1fe	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/58.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/58_heap.jpg	"{""shape"":""rectangle""\,""left"":0.0763713327091136\,""top"":0.061922596754057424\,""width"":0.17549157303370788\,""height"":0.11585518102372036\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.027623673533083645\,""top"":0.701123595505618\,""width"":0.035748283395755295\,""height"":0.069912609238452\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.10561992821473158\,""top"":0.685143570536829\,""width"":0.0812460986267166\,""height"":0.09188514357053679\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.06174703495630462\,""top"":0.8908863920099874\,""width"":0.04712273720349563\,""height"":0.04794007490636709\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.29411087702871413\,""top"":0.02397003745318352\,""width"":0.09424547440699121\,""height"":0.2776529338327091\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.19011587078651684\,""top"":0.4454431960049937\,""width"":0.0454978152309613\,""height"":0.0898876404494382\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3347339263420724\,""top"":0.49338327091136075\,""width"":0.08449594257178528\,""height"":0.16179775280898884\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5784722222222222\,""top"":0.22372034956304618\,""width"":0.10074516229712871\,""height"":0.05992509363295881\,""label"":""3""}"																	3	00017975c2--60bccb43fe5d13225936d220	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/26.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/26_heap.jpg	"{""shape"":""rectangle""\,""left"":0.42897940074906366\,""top"":0.3915106117353308\,""width"":0.02274890761548065\,""height"":0.02596754057428219\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.45985291822721597\,""top"":0.3775280898876405\,""width"":0.08124609862671661\,""height"":0.06991260923845188\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5459737827715355\,""top"":0.3775280898876405\,""width"":0.08937070848938833\,""height"":0.09388264669163537\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.41435510299625467\,""top"":0.5433208489388264\,""width"":0.035748283395755365\,""height"":0.04993757802746579\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.45985291822721597\,""top"":0.44744069912609236\,""width"":0.0454978152309613\,""height"":0.08789013732833956\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.36723236579275903\,""top"":0.631210986267166\,""width"":0.06012211298377029\,""height"":0.069912609238452\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.47447721598002496\,""top"":0.29563046192259673\,""width"":0.06012211298377029\,""height"":0.07390761548064922\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5248497971285893\,""top"":0.149812734082397\,""width"":0.030873517478152368\,""height"":0.03995006242197252\,""label"":""4""}"																	5	00017975c2--60bccb43fe5d13225936d200	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/38.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/38_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5378491729088639\,""top"":0.11985018726591759\,""width"":0.1186193039950062\,""height"":0.1717852684144819\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5459737827715355\,""top"":0.47940074906367036\,""width"":0.05362242509363302\,""height"":0.061922596754057424\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5215999531835206\,""top"":0.5612983770287141\,""width"":0.10724485018726593\,""height"":0.09787765293383277\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6402192571785269\,""top"":0.44943820224719105\,""width"":0.04224797128589253\,""height"":0.055930087390761496\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5800971441947566\,""top"":0.3515605493133583\,""width"":0.03412336142322103\,""height"":0.04194756554307122\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6840921504369538\,""top"":0.23370786516853934\,""width"":0.07149656679151062\,""height"":0.1318352059925094\,""label"":""3""}"																	3	00017975c2--60bccb43fe5d13225936d20c	infinite	infinite
