INPUT:original	INPUT:annotation	OUTPUT:result	OUTPUT:entity1	OUTPUT:entity2	OUTPUT:entity3	OUTPUT:entity4	OUTPUT:entity5	OUTPUT:entity6	OUTPUT:entity7	OUTPUT:entity8	OUTPUT:attribute1	OUTPUT:attribute2	OUTPUT:attribute3	OUTPUT:attribute4	OUTPUT:attribute5	OUTPUT:attribute6	OUTPUT:attribute7	OUTPUT:attribute8	GOLDEN:result	GOLDEN:entity1	GOLDEN:entity2	GOLDEN:entity3	GOLDEN:entity4	GOLDEN:entity5	GOLDEN:entity6	GOLDEN:entity7	GOLDEN:entity8	GOLDEN:attribute1	GOLDEN:attribute2	GOLDEN:attribute3	GOLDEN:attribute4	GOLDEN:attribute5	GOLDEN:attribute6	GOLDEN:attribute7	GOLDEN:attribute8	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13_heap.jpg	"{""shape"":""rectangle""\,""left"":0.4670974291064128\,""top"":0.37854658612483977\,""width"":0.12781146796250537\,""height"":0.07474525596436643\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4943969659527732\,""top"":0.5066813106351821\,""width"":0.13525679619333092\,""height"":0.14949051192873275\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6023542252997437\,""top"":0.3663432790286167\,""width"":0.0657670660389591\,""height"":0.10677893709195196\,""label"":""3""}"	beak	stomach	tail						purple	green	blue																									https://toloka.yandex.ru/task/24685843/000178ad13--60b994f4df8878157e4fcf89	000178ad13--60b994f4df8878157e4fcf89	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:50:28.913	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/54.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/54_heap.jpg	"{""shape"":""rectangle""\,""left"":0.40264335072304597\,""top"":0.17719201903715906\,""width"":0.07624016108365367\,""height"":0.07029104887424492\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.34069821984257737\,""top"":0.20208676551345414\,""width"":0.057180120812740265\,""height"":0.042467508694856326\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.21442545304777594\,""top"":0.31045213252791504\,""width"":0.14652405958264686\,""height"":0.14643968515467692\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.13818529196412227\,""top"":0.5447556287753982\,""width"":0.05837137332967232\,""height"":0.10543657331136735\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b995370baf93026ab5a9d1	000178ad13--60b995370baf93026ab5a9d1	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:51:35.846	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/43.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/43_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3752445428336079\,""top"":0.34852645066813104\,""width"":0.05241511074501193\,""height"":0.076148636280432\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.42527714854475557\,""top"":0.30605894197327477\,""width"":0.06551888843126491\,""height"":0.033681127585575676\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.48603102690829214\,""top"":0.4100311184330953\,""width"":0.1322290293794618\,""height"":0.17279882848251876\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6301725814570749\,""top"":0.4407834523155775\,""width"":0.21085169549697957\,""height"":0.13765330404539633\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9957b1909760f1d5ea3dd	000178ad13--60b9957b1909760f1d5ea3dd	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:52:43.267	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8_heap.jpg	"{""shape"":""rectangle""\,""left"":0.40264335072304597\,""top"":0.3660992128866923\,""width"":0.055988868295808125\,""height"":0.04686069924949665\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.46458848160351457\,""top"":0.3412044664103972\,""width"":0.06671014094819688\,""height"":0.060040270913417515\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5586974304411495\,""top"":0.41442430898773563\,""width"":0.09887395890536332\,""height"":0.11568735127219476\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.7624016108365367\,""top"":0.37195680029287936\,""width"":0.18821789767526997\,""height"":0.16694124107633168\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b995d168183b5da82fc52d	000178ad13--60b995d168183b5da82fc52d	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:54:09.393	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/73.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/73_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6254075713893464\,""top"":0.28702178290316677\,""width"":0.04765010067728359\,""height"":0.0658978583196046\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5634624405088778\,""top"":0.25334065531759103\,""width"":0.057180120812740265\,""height"":0.057111477210324\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.46697098663737874\,""top"":0.2943437671609006\,""width"":0.1048302214900238\,""height"":0.16694124107633168\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.46339722908658243\,""top"":0.5374336445176643\,""width"":0.08338767618524623\,""height"":0.12593812923302217\,""label"":""4""}"	beak	eye	wing	feet					black	black	black	brown																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9961b78248827a6ce4621	000178ad13--60b9961b78248827a6ce4621	64c1f387a6af947e5d8806049744feed	APPROVED	2021-06-04T02:55:23.646	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/67.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/67_heap.jpg	"{""shape"":""rectangle""\,""left"":0.47292724922203916\,""top"":0.17279882848251876\,""width"":0.04645884816035145\,""height"":0.057111477210323974\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5444024002379645\,""top"":0.13179571663920922\,""width"":0.05598886829580818\,""height"":0.09811458905363352\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5420198952041003\,""top"":0.27384221123924585\,""width"":0.2025129278784551\,""height"":0.25626944902068455\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6706751670327659\,""top"":0.576972359509427\,""width"":0.12746401931173346\,""height"":0.2181951308804686\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9961f7c5cbc7141e92d12	000178ad13--60b9961f7c5cbc7141e92d12	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:55:27.839	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/39.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/39_heap.jpg	"{""shape"":""rectangle""\,""left"":0.38057020722205426\,""top"":0.3538593602043052\,""width"":0.04651116980077258\,""height"":0.024355250169909304\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.44937335650797544\,""top"":0.326847173652224\,""width"":0.01913400045140079\,""height"":0.016384441023393537\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4385665791332234\,""top"":0.3029347462126767\,""width"":0.05623726943804935\,""height"":0.020369845596651392\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.43928703095820687\,""top"":0.3667012193848028\,""width"":0.021295355926351178\,""height"":0.023026781978823352\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.48791752914459097\,""top"":0.33105398959066284\,""width"":0.023096485488809826\,""height"":0.04782485487909466\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5994486083049354\,""top"":0.5653919253013463\,""width"":0.021984337155062206\,""height"":0.08248961924804865\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5716783489316938\,""top"":0.5742721319393858\,""width"":0.02209388959088887\,""height"":0.07174033612122876\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.35576323486739564\,""top"":0.36661115107276865\,""width"":0.02347025066874575\,""height"":0.03450899742891339\,""label"":""8""}"	beak	eye	crown	throat	nape	foot	foot	water	black	black	grey,white	white	white,grey	pink	pink	blue																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9965bf0deff310a8b3052	000178ad13--60b9965bf0deff310a8b3052	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-04T02:56:27.734	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5003260571114773\,""top"":0.27384221123924585\,""width"":0.0536063632619439\,""height"":0.09372139849899319\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4264684010616877\,""top"":0.2504118616144975\,""width"":0.055988868295808125\,""height"":0.08786381109280617\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.43123341112941604\,""top"":0.39978034047226796\,""width"":0.10959523155775219\,""height"":0.19330038440417352\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.12031650421014095\,""top"":0.32363170419183596\,""width"":0.25731054365733114\,""height"":0.19622917810726703\,""label"":""4""}"	beak	crown	stomach	wings					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9968f4f73891cd4dc6c99	000178ad13--60b9968f4f73891cd4dc6c99	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:57:19.735	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/15.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/15_heap.jpg	"{""shape"":""rectangle""\,""left"":0.779079146073586\,""top"":0.49203734211971445\,""width"":0.18821789767526997\,""height"":0.2548050521691378\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6623363994142413\,""top"":0.32363170419183596\,""width"":0.15843658475196765\,""height"":0.14936847885777044\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.322829432088596\,""top"":0.17279882848251876\,""width"":0.3061518968515468\,""height"":0.49935932637744823\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.04526759564341937\,""top"":0.1186161449752883\,""width"":0.20608668542925135\,""height"":0.23576789309902982\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b996f968183b5da82fd07e	000178ad13--60b996f968183b5da82fd07e	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T02:59:05.973	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/42.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/42_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3933282683580419\,""top"":0.15385846154805524\,""width"":0.11192350253184202\,""height"":0.13758663456495343\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5547916818466009\,""top"":0.37264376569232555\,""width"":0.06605321460895597\,""height"":0.20750771114714278\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3676409071212257\,""top"":0.48993073286244976\,""width"":0.15779379045472824\,""height"":0.25938463893392855\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.3621364725704794\,""top"":0.3839213586894528\,""width"":0.08440132977811043\,""height"":0.09473178117586961\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.4465378023485898\,""top"":0.36813272849347456\,""width"":0.10458425646418029\,""height"":0.11277592997127328\,""label"":""5""}"	feather	tail	wing	head	back				black	white	white	white	brown																							https://toloka.yandex.ru/task/24685843/000178ad13--60b997334dc48f273e18a755	000178ad13--60b997334dc48f273e18a755	64c1f387a6af947e5d8806049744feed	APPROVED	2021-06-04T03:00:03.082	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/63.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/63_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3343844499132669\,""top"":0.40244183927501365\,""width"":0.05403388687376015\,""height"":0.038791271179710096\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4039800962066699\,""top"":0.38650022098198206\,""width"":0.027715782586571758\,""height"":0.031351849309628754\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.39749602978181864\,""top"":0.3493031116315751\,""width"":0.08904784556795664\,""height"":0.031883236586063124\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.495900743426748\,""top"":0.38845971156383385\,""width"":0.044531053400290344\,""height"":0.06503958852191694\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.3799530278434711\,""top"":0.44110257000400244\,""width"":0.017980026014127348\,""height"":0.017297762904765146\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.48989441313331944\,""top"":0.628218858528784\,""width"":0.06693826181648815\,""height"":0.10264446710659103\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.29601521004599324\,""top"":0.9175485198353769\,""width"":0.05000782678571991\,""height"":0.06675584639675702\,""label"":""7""}"	beak	eye	crown	nape	chin	flank	leaf		yellow,grey	black	brown	brown,grey	white,brown	white,brown	green,pink																					https://toloka.yandex.ru/task/24685843/000178ad13--60b99734e5851e2a55aa750b	000178ad13--60b99734e5851e2a55aa750b	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-04T03:00:04.399	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3_heap.jpg	"{""shape"":""rectangle""\,""left"":0.053606363261943984\,""top"":0.27677100494233936\,""width"":0.13818529196412227\,""height"":0.13472451034230276\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.19417416025993042\,""top"":0.20794435291964122\,""width"":0.09053519128683876\,""height"":0.0893282079443529\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.2203817156324364\,""top"":0.3280248947464763\,""width"":0.32878569467325647\,""height"":0.3031301482701812\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5860962383305875\,""top"":0.3646348160351455\,""width"":0.32282943208859605\,""height"":0.2621270364268717\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9975062f2586508adb4be	000178ad13--60b9975062f2586508adb4be	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:00:32.766	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6575713893465128\,""top"":0.13618890719384955\,""width"":0.11436024162548053\,""height"":0.13911770089694306\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5563149254072853\,""top"":0.07761303313197876\,""width"":0.09530020135456718\,""height"":0.11568735127219476\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.36571452269815125\,""top"":0.27384221123924585\,""width"":0.31925567453779974\,""height"":0.2504118616144975\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.05837137332967233\,""top"":0.31484532308255536\,""width"":0.22991173576789317\,""height"":0.2694490206846056\,""label"":""4""}"	beak	eyes	stomach	tail					purple	blue	green	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b997a2df8878157e4fec1e	000178ad13--60b997a2df8878157e4fec1e	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:01:54.740	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5539324203734212\,""top"":0.43492586490939045\,""width"":0.03692882802489472\,""height"":0.08054182683507227\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5860962383305875\,""top"":0.08347062053816584\,""width"":0.2263379782170969\,""height"":0.3514552443712246\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3716707852828116\,""top"":0.5315760571114773\,""width"":0.24301551345414607\,""height"":0.266520226981512\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6432763591433278\,""top"":0.4524986271279517\,""width"":0.1548628272011715\,""height"":0.22551711513820244\,""label"":""3""}"	crown	wings	tail						purple	green	blue																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9985df33865758e6c5e50	000178ad13--60b9985df33865758e6c5e50	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:05:01.534	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/56.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/56_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5908612483983159\,""top"":0.26798462383305877\,""width"":0.17749662502288122\,""height"":0.25773384587223136\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.30615189685154676\,""top"":0.6062602965403624\,""width"":0.1584365847519678\,""height"":0.17426322533406557\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.40502585575691014\,""top"":0.1991579718103606\,""width"":0.11436024162548047\,""height"":0.133260113490756\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.7886091662090426\,""top"":0.42906827750320337\,""width"":0.13818529196412221\,""height"":0.18304960644334617\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.41217337085850264\,""top"":0.3543840380743181\,""width"":0.04765010067728359\,""height"":0.10690097016291417\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.46101472405271826\,""top"":0.34852645066813104\,""width"":0.07028389849899319\,""height"":0.12593812923302217\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.525342359967051\,""top"":0.22405271828665568\,""width"":0.05598886829580818\,""height"":0.07907742998352552\,""label"":""7""}"	fruit	sweet	head	wood	wing	chest	beak		orange	purple	brown	brown	black	white	black																					https://toloka.yandex.ru/task/24685843/000178ad13--60b9988a99211a6cb36fb46a	000178ad13--60b9988a99211a6cb36fb46a	64c1f387a6af947e5d8806049744feed	APPROVED	2021-06-04T03:05:46.104	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/44.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/44_heap.jpg	"{""shape"":""rectangle""\,""left"":0.29423937168222586\,""top"":0.30605894197327477\,""width"":0.07147515101592539\,""height"":0.06736225517115135\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.38120080541826834\,""top"":0.2723778143876991\,""width"":0.08100517115138206\,""height"":0.06882665202269811\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3669057752150833\,""top"":0.35584843492586493\,""width"":0.25850179617426317\,""height"":0.19330038440417352\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.713560257642321\,""top"":0.4422478491671243\,""width"":0.19893917032765884\,""height"":0.16987003477942525\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b998a668183b5da82fdee9	000178ad13--60b998a668183b5da82fdee9	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:06:14.673	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/1.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/1_heap.jpg	"{""shape"":""rectangle""\,""left"":0.41480647063954335\,""top"":0.3968873212066189\,""width"":0.04116081425058865\,""height"":0.06162616330870996\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.450528873628307\,""top"":0.3743771657465512\,""width"":0.05193256905089155\,""height"":0.01881996604038444\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4649379101279763\,""top"":0.393566150728904\,""width"":0.009641046907561956\,""height"":0.010332530375113058\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5078648313665747\,""top"":0.39910143485842886\,""width"":0.02405008340723125\,""height"":0.04243717832635707\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.4745439344610893\,""top"":0.43581881958427693\,""width"":0.018346506459445466\,""height"":0.025462306995814254\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5364495766128677\,""top"":0.5009133979080207\,""width"":0.08961399030064388\,""height"":0.05171977720367671\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5425569224057099\,""top"":0.5543015550214934\,""width"":0.1059002457482231\,""height"":0.017935084030307302\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.5018247901831548\,""top"":0.47002519763360284\,""width"":0.03685903232213761\,""height"":0.03575358422143171\,""label"":""8""}"	beak	crown	eye	nape	throat	wing	water	wing	beige	brown	black	white	white	black,brown,white	blue,wavy	white																				https://toloka.yandex.ru/task/24685843/000178ad13--60b998d0f33865758e6c61fa	000178ad13--60b998d0f33865758e6c61fa	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-04T03:06:56.354	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/24.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/24_heap.jpg	"{""shape"":""rectangle""\,""left"":0.45029345140032945\,""top"":0.3280248947464763\,""width"":0.028590060406370188\,""height"":0.04832509610104341\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.43599842119714444\,""top"":0.15522606626395752\,""width"":0.08696143373604243\,""height"":0.14643968515467692\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.48603102690829214\,""top"":0.3895295625114406\,""width"":0.07385765604978956\,""height"":0.12447373238147535\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5301073700347795\,""top"":0.2840929892000732\,""width"":0.06313638339740058\,""height"":0.10543657331136741\,""label"":""3""}"	beak	wings	tail						purple	green	blue																									https://toloka.yandex.ru/task/24685843/000178ad13--60b998eccd58ba6b3e12ec1d	000178ad13--60b998eccd58ba6b3e12ec1d	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:07:24.738	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3_heap.jpg	"{""shape"":""rectangle""\,""left"":0.18851806446969008\,""top"":0.31739276343889194\,""width"":0.1427021244241564\,""height"":0.08961803648788819\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.33062915340042376\,""top"":0.22087336425308624\,""width"":0.10373039096247788\,""height"":0.11135104849983585\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5103310983072517\,""top"":0.3322244127529221\,""width"":0.23521961894308374\,""height"":0.24964186679801942\,""label"":""3""}"	neck	head	wing						white	white	brown																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9993078248827a6ce6005	000178ad13--60b9993078248827a6ce6005	faa0d06db8877975529e9958c802bc3a	APPROVED	2021-06-04T03:08:32.370	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/72.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/72_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5170035923485264\,""top"":0.2504118616144975\,""width"":0.04407634312648723\,""height"":0.05857587406187076\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5729924606443346\,""top"":0.2372322899505766\,""width"":0.04407634312648723\,""height"":0.08639941424125935\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5682274505766063\,""top"":0.3192385136371957\,""width"":0.14652405958264691\,""height"":0.12447373238147535\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.684970197235951\,""top"":0.4700713893465129\,""width"":0.08219642366831403\,""height"":0.08639941424125935\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9997ac317463775b47afa	000178ad13--60b9997ac317463775b47afa	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:09:46.416	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5_heap.jpg	"{""shape"":""rectangle""\,""left"":0.38120080541826834\,""top"":0.21087314662273476\,""width"":0.175114119989017\,""height"":0.1610836536701446\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.322829432088596\,""top"":0.3660992128866923\,""width"":0.10721272652388802\,""height"":0.09811458905363352\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4336159161632802\,""top"":0.3734211971444261\,""width"":0.12984652434559762\,""height"":0.13472451034230282\,""label"":""3""}"	head	wing	chest						white	black	white																									https://toloka.yandex.ru/task/24685843/000178ad13--60b999d23c6ca8596d8a1d71	000178ad13--60b999d23c6ca8596d8a1d71	64c1f387a6af947e5d8806049744feed	APPROVED	2021-06-04T03:11:14.508	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/64.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/64_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5849049858136555\,""top"":0.26652022698151195\,""width"":0.039311333058759\,""height"":0.09665019220208682\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5098560772469339\,""top"":0.2416254805052169\,""width"":0.05598886829580807\,""height"":0.08200622368661906\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.30019563426688634\,""top"":0.3924583562145341\,""width"":0.23586799835255345\,""height"":0.2548050521691378\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.041693838092623094\,""top"":0.5169320885960095\,""width"":0.22991173576789312\,""height"":0.16840563792787855\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b999fbcd58ba6b3e12f500	000178ad13--60b999fbcd58ba6b3e12f500	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:11:55.794	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/71.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/71_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3943045831045213\,""top"":0.3646348160351455\,""width"":0.03812008054182686\,""height"":0.038074318140216\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4514847039172616\,""top"":0.3573128317774117\,""width"":0.04169383809262306\,""height"":0.06736225517115135\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4491021988833974\,""top"":0.4422478491671243\,""width"":0.10721272652388791\,""height"":0.08347062053816584\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5860962383305875\,""top"":0.49935932637744834\,""width"":0.08457892870217831\,""height"":0.1713344316309719\,""label"":""4""}"	beak	eyes	stomach	tail					purple	green	blue	yellow																								https://toloka.yandex.ru/task/24685843/000178ad13--60b99a68cd58ba6b3e12f911	000178ad13--60b99a68cd58ba6b3e12f911	01cab20e2967e9dc73fe0c04c221b9a1	APPROVED	2021-06-04T03:13:44.477	+	
